Measurement,Unit,Latitude,Longitude,Date,Oceans,Regions,SubRegions,Sampling Method,Density Class
0.0,pieces/m3,39.45,-70.12,1998-06-26,Atlantic Ocean,,,Neuston net,Very Low
0.00216,pieces/m3,21.23,-73.83,2000-02-23,Atlantic Ocean,,,Neuston net,Low
0.043196,pieces/m3,26.5,-73.13,1997-05-25,Atlantic Ocean,,,Neuston net,Medium
0.251948,pieces/m3,27.53,-66.78,1998-04-16,Atlantic Ocean,,,Neuston net,Medium
0.072896,pieces/m3,30.47,-71.22,2003-05-19,Atlantic Ocean,,,Neuston net,Medium
0.0,pieces/m3,24.94,-85.12,2007-02-01,Atlantic Ocean,Gulf of Mexico,,Neuston net,Very Low
0.0,pieces/m3,23.83,-81.97,1996-05-06,Atlantic Ocean,,,Neuston net,Very Low
0.0216,pieces/m3,23.88,-82.65,2001-01-31,Atlantic Ocean,,,Neuston net,Medium
0.02376,pieces/m3,28.18,-59.32,1999-11-01,Atlantic Ocean,,,Neuston net,Medium
0.312224,pieces/m3,25.97,-57.67,1996-10-31,Atlantic Ocean,,,Neuston net,Medium
0.099352,pieces/m3,22.28,-58.0,1993-10-30,Atlantic Ocean,,,Neuston net,Medium
0.0,pieces/m3,21.5317,-87.3683,2018-05-18,Atlantic Ocean,Gulf of Mexico,,PVC cylinder,Very Low
0.055,pieces/m3,15.3523,-44.7813,2014-12-08,Atlantic Ocean,,,Grab sample,Medium
3526.093089,pieces/m3,28.859672,-112.030125,2018-06-21,Pacific Ocean,Gulf of California,,PVC cylinder,Medium
0.0,pieces/m3,25.9,-77.58,1995-05-09,Atlantic Ocean,,,Neuston net,Very Low
0.0,pieces/m3,25.87,-79.97,1991-04-20,Atlantic Ocean,,,Neuston net,Very Low
0.0,pieces/m3,27.9899,-82.6316,2016-10-03,Atlantic Ocean,Gulf of Mexico,Tampa Bay,Van Dorn sampler,Very Low
0.0,pieces/m3,18.3642,-64.7255,2016-05-06,Atlantic Ocean,Caribbean Sea,,Grab sample,Very Low
0.00648,pieces/m3,16.67,-58.75,1994-11-03,Atlantic Ocean,,,Neuston net,Medium
0.007632,pieces/m3,18.73,-58.33,2005-10-31,Atlantic Ocean,,,Neuston net,Medium
0.003,pieces/m3,15.2667,-50.6,2014-11-27,Atlantic Ocean,,,Grab sample,Low
0.005,pieces/m3,16.4333,-37.8333,2014-11-24,Atlantic Ocean,,,Grab sample,Medium
0.001,pieces/m3,15.1563,-41.091,2014-12-06,Atlantic Ocean,,,Grab sample,Low
0.001,pieces/m3,10.3211,-109.2291,2016-03-14,Pacific Ocean,,,Grab sample,Low
0.00864,pieces/m3,17.58,-79.45,1994-02-28,Atlantic Ocean,Caribbean Sea,,Neuston net,Medium
0.0,pieces/m3,17.95008,-76.83569,2017-11-02,Atlantic Ocean,Caribbean Sea,,Manta net,Very Low
0.00216,pieces/m3,16.41,-84.65,2000-12-25,Atlantic Ocean,Caribbean Sea,,Neuston net,Low
0.00432,pieces/m3,17.73,-86.53,1991-12-27,Atlantic Ocean,Caribbean Sea,,Neuston net,Low
0.027,pieces/m3,9.3385,-82.2399,2014-01-01,Atlantic Ocean,Caribbean Sea,,Grab sample,Medium
0.0,pieces/m3,19.51,-144.23,2004-11-01,Pacific Ocean,,,Neuston net,Very Low
0.0108,pieces/m3,18.97,-143.47,2007-03-03,Pacific Ocean,,,Neuston net,Medium
0.0,pieces/m3,21.15,-142.77,2009-06-04,Pacific Ocean,,,Neuston net,Very Low
0.006272,pieces/m3,32.37,-146.51,2012-05-13,Pacific Ocean,,,Neuston net,Medium
0.0,pieces/m3,31.54,-143.82,2010-10-05,Pacific Ocean,,,Neuston net,Very Low
2.36587,pieces/m3,39.055333,8.322167,2021-09-16,Atlantic Ocean,Mediterranean Sea,Western Basin,Manta net,High
0.050638,pieces/m3,41.248833,9.297717,2018-05-30,Atlantic Ocean,Mediterranean Sea,Tyrrhenian Sea,Manta net,Medium
0.044293,pieces/m3,44.067633,-129.0198,2019-12-09,Pacific Ocean,,,Manta net,Medium
0.029608,pieces/m3,60.517167,0.257667,2014-01-10,Atlantic Ocean,North Sea,,Neuston net,Medium
0.876022,pieces/m3,-25.3823,-9.2272,2011-01-18,Atlantic Ocean,,,Neuston net,Medium
0.468736,pieces/m3,26.91925,-130.6392,2015-09-19,Pacific Ocean,,,Manta net,Medium
0.0,pieces/m3,28.72,-140.03,2005-05-20,Pacific Ocean,,,Neuston net,Very Low
0.0,pieces/m3,29.98,-140.0,2008-03-15,Pacific Ocean,,,Neuston net,Very Low
1.571052,pieces/m3,30.9999,-135.403,2015-08-06,Pacific Ocean,,,Manta net,High
11.354408,pieces/m3,33.82427,-138.277,2015-08-18,Pacific Ocean,,,Manta net,Very High
0.006824,pieces/m3,43.96,-66.94,1999-07-22,Atlantic Ocean,,,Neuston net,Medium
0.00432,pieces/m3,43.82,-69.5,1992-05-28,Atlantic Ocean,,,Neuston net,Low
0.008,pieces/m3,44.2168,-68.5669,2014-10-07,Atlantic Ocean,,,Grab sample,Medium
0.007106,pieces/m3,56.124667,-2.7735,2021-12-01,Atlantic Ocean,North Sea,,Neuston net,Medium
0.313656,pieces/m3,-24.6527,-124.7923,2011-04-20,Pacific Ocean,,,Neuston net,Medium
0.004,pieces/m3,41.5633,-71.2367,2015-10-08,Atlantic Ocean,,,Grab sample,Low
0.00216,pieces/m3,41.16,-70.98,1997-07-04,Atlantic Ocean,,,Neuston net,Low
0.0,pieces/m3,41.45,-70.73,1998-08-15,Atlantic Ocean,,,Neuston net,Very Low
0.0,pieces/m3,42.13,-69.24,2002-07-02,Atlantic Ocean,,,Neuston net,Very Low
0.029688,pieces/m3,40.57,-69.93,1996-08-08,Atlantic Ocean,,,Neuston net,Medium
0.01296,pieces/m3,24.43,-72.43,1993-02-14,Atlantic Ocean,,,Neuston net,Medium
0.01512,pieces/m3,31.04,-69.34,1999-04-07,Atlantic Ocean,,,Neuston net,Medium
0.128435,pieces/m3,27.4098,-37.3969,2013-06-21,Atlantic Ocean,,,Neuston net,Medium
0.008,pieces/m3,25.5377,-76.7583,2015-02-23,Atlantic Ocean,,,Grab sample,Medium
0.0,pieces/m3,21.78,-74.53,1995-02-18,Atlantic Ocean,,,Neuston net,Very Low
0.08774,pieces/m3,31.18,-56.85,1991-10-21,Atlantic Ocean,,,Neuston net,Medium
0.045356,pieces/m3,21.37,-58.67,1991-10-26,Atlantic Ocean,,,Neuston net,Medium
0.01728,pieces/m3,20.27,-64.99,2007-05-13,Atlantic Ocean,,,Neuston net,Medium
0.0,pieces/m3,14.8,-60.14,1996-11-11,Atlantic Ocean,,,Neuston net,Very Low
0.0,pieces/m3,18.5344,-42.8958,2014-12-05,Atlantic Ocean,,,Grab sample,Very Low
3526.093089,pieces/m3,27.916643,-110.775325,2018-06-19,Pacific Ocean,Gulf of California,,PVC cylinder,Medium
0.043196,pieces/m3,27.1,-77.35,2004-02-17,Atlantic Ocean,,,Neuston net,Medium
0.0,pieces/m3,26.0,-79.83,2002-02-15,Atlantic Ocean,,,Neuston net,Very Low
2000.0,pieces/m3,27.8524,-82.4093,2017-07-10,Atlantic Ocean,Gulf of Mexico,Tampa Bay,Van Dorn sampler,Very High
0.0,pieces/m3,10.65,-64.48,1995-12-15,Atlantic Ocean,Caribbean Sea,,Neuston net,Very Low
0.028796,pieces/m3,13.02,-71.22,1999-12-17,Atlantic Ocean,Caribbean Sea,,Neuston net,Medium
0.0,pieces/m3,15.12,-70.97,1993-12-21,Atlantic Ocean,Caribbean Sea,,Neuston net,Very Low
0.0,pieces/m3,16.17,-70.49,2004-12-12,Atlantic Ocean,Caribbean Sea,,Neuston net,Very Low
0.0,pieces/m3,17.9,-67.82,1989-12-17,Atlantic Ocean,Caribbean Sea,,Neuston net,Very Low
0.00432,pieces/m3,15.88,-62.28,1996-12-05,Atlantic Ocean,Caribbean Sea,,Neuston net,Low
1311.0,pieces/m3,2.413072,-48.616536,2018-10-19,Atlantic Ocean,,,Aluminum bucket,Very High
0.0108,pieces/m3,18.89,-79.21,2003-03-03,Atlantic Ocean,Caribbean Sea,,Neuston net,Medium
0.0,pieces/m3,16.85,-81.48,1995-12-28,Atlantic Ocean,Caribbean Sea,,Neuston net,Very Low
0.0072,pieces/m3,13.98,-68.7,1991-12-13,Atlantic Ocean,Caribbean Sea,,Neuston net,Medium
0.0,pieces/m3,12.61,-68.64,1998-12-16,Atlantic Ocean,Caribbean Sea,,Neuston net,Very Low
0.292284,pieces/m3,43.0785,5.959667,2016-10-16,Atlantic Ocean,Mediterranean Sea,Western Basin,Manta net,Medium
0.068729,pieces/m3,43.2528,5.3552,2018-10-16,Atlantic Ocean,Mediterranean Sea,Western Basin,Manta net,Medium
0.03203,pieces/m3,42.80995,6.261583,2017-08-03,Atlantic Ocean,Mediterranean Sea,Western Basin,Manta net,Medium
22.4162,pieces/m3,31.48,-145.04,2019-07-12,Pacific Ocean,,,Manta net,Very High
0.036032,pieces/m3,48.7645,-144.4735,2019-03-03,Pacific Ocean,,,Neuston net,Medium
2.183253,pieces/m3,27.41565,-130.7418,2015-09-17,Pacific Ocean,,,Manta net,High
1.090723,pieces/m3,31.5601,-134.0748,2015-09-12,Pacific Ocean,,,Manta net,High
2.611356,pieces/m3,40.68,-128.9,2008-02-21,Pacific Ocean,,,Neuston net,High
0.324,pieces/m3,41.575135,2.553135,2021-01-14,Atlantic Ocean,Mediterranean Sea,Balearic Sea,Manta net,Medium
0.896831,pieces/m3,41.7018,10.0377,2014-10-15,Atlantic Ocean,Mediterranean Sea,Tyrrhenian Sea,Manta net,Medium
0.133708,pieces/m3,34.700483,-19.2545,2019-07-09,Atlantic Ocean,,,Manta net,Medium
0.013667,pieces/m3,54.745167,-3.9095,2021-09-11,Atlantic Ocean,Irish Sea and St. George's Channel,,Neuston net,Medium
0.125773,pieces/m3,54.619667,-4.575333,2017-01-14,Atlantic Ocean,Irish Sea and St. George's Channel,,Neuston net,Medium
1.303493,pieces/m3,-28.8929,-102.5777,2011-04-06,Pacific Ocean,,,Neuston net,High
0.056245,pieces/m3,-27.02439,-89.57097,2015-10-21,Pacific Ocean,,,Neuston net,Medium
0.00216,pieces/m3,40.97,-70.45,2005-07-08,Atlantic Ocean,,,Neuston net,Low
0.0,pieces/m3,41.5,-70.63,1994-08-08,Atlantic Ocean,,,Neuston net,Very Low
0.00216,pieces/m3,41.38,-70.88,2001-06-18,Atlantic Ocean,,,Neuston net,Low
0.00216,pieces/m3,40.43,-69.1,2004-08-20,Atlantic Ocean,,,Neuston net,Low
0.0,pieces/m3,38.73,-65.4,1992-05-15,Atlantic Ocean,,,Neuston net,Very Low
0.0,pieces/m3,38.1533,-122.8895,2014-02-23,Pacific Ocean,,,Grab sample,Very Low
0.008,pieces/m3,37.656,-76.4368,2015-10-12,Atlantic Ocean,,,Grab sample,Medium
0.035996,pieces/m3,31.83,-64.87,2002-05-18,Atlantic Ocean,,,Neuston net,Medium
0.0,pieces/m3,28.08,-73.64,1993-05-14,Atlantic Ocean,,,Neuston net,Very Low
0.025916,pieces/m3,27.15,-68.9,1990-05-01,Atlantic Ocean,,,Neuston net,Medium
0.018512,pieces/m3,29.66,-72.98,2007-04-06,Atlantic Ocean,,,Neuston net,Medium
1.877802,pieces/m3,29.0401,-45.484,2013-07-06,Atlantic Ocean,,,Neuston net,High
0.179984,pieces/m3,24.33,-65.69,2001-05-17,Atlantic Ocean,,,Neuston net,Medium
0.0108,pieces/m3,21.02,-68.55,1999-02-24,Atlantic Ocean,,,Neuston net,Medium
0.0,pieces/m3,22.75,-72.42,1993-02-19,Atlantic Ocean,,,Neuston net,Very Low
0.0,pieces/m3,22.27,-73.75,1990-04-13,Atlantic Ocean,,,Neuston net,Very Low
0.00648,pieces/m3,23.35,-73.32,1990-04-11,Atlantic Ocean,,,Neuston net,Medium
0.01296,pieces/m3,24.48,-71.38,1997-02-19,Atlantic Ocean,,,Neuston net,Medium
2119.167403,pieces/m3,21.516267,-87.391983,2018-05-18,Atlantic Ocean,Gulf of Mexico,,PVC cylinder,Medium
0.00432,pieces/m3,24.79,-84.02,2002-03-18,Atlantic Ocean,Gulf of Mexico,,Neuston net,Low
0.01888,pieces/m3,24.3576,-62.8129,2010-01-12,Atlantic Ocean,,,Neuston net,Medium
0.0,pieces/m3,12.194694,-22.153712,2015-11-15,Atlantic Ocean,,,Intake seawater pump,Very Low
0.009388,pieces/m3,25.98,-76.2,1994-02-12,Atlantic Ocean,,,Neuston net,Medium
0.0,pieces/m3,26.23,-79.28,1993-03-29,Atlantic Ocean,,,Neuston net,Very Low
0.0,pieces/m3,25.88,-80.02,1992-04-02,Atlantic Ocean,,,Neuston net,Very Low
0.00864,pieces/m3,27.01,-79.5,1999-02-11,Atlantic Ocean,,,Neuston net,Medium
0.0,pieces/m3,27.8589,-82.4686,2017-04-11,Atlantic Ocean,Gulf of Mexico,Tampa Bay,Van Dorn sampler,Very Low
0.0,pieces/m3,16.55,-64.71,2002-12-04,Atlantic Ocean,Caribbean Sea,,Neuston net,Very Low
0.0,pieces/m3,16.98,-63.48,2007-11-28,Atlantic Ocean,Caribbean Sea,,Neuston net,Very Low
0.0,pieces/m3,15.93,-62.38,1996-12-06,Atlantic Ocean,Caribbean Sea,,Neuston net,Very Low
0.0,pieces/m3,13.3,-61.47,2004-11-08,Atlantic Ocean,Caribbean Sea,,Neuston net,Very Low
0.013,pieces/m3,20.1235,-27.6653,2014-11-29,Atlantic Ocean,,,Grab sample,Medium
0.019,pieces/m3,17.3595,-36.0518,2014-12-07,Atlantic Ocean,,,Grab sample,Medium
0.0,pieces/m3,7.99,-85.51,2001-11-15,Pacific Ocean,,,Neuston net,Very Low
0.0,pieces/m3,4.7959,-87.4933,2016-06-23,Pacific Ocean,,,Grab sample,Very Low
0.00648,pieces/m3,17.05,-78.02,1993-03-05,Atlantic Ocean,Caribbean Sea,,Neuston net,Medium
0.00432,pieces/m3,16.75,-79.58,1998-04-15,Atlantic Ocean,Caribbean Sea,,Neuston net,Low
0.0,pieces/m3,18.18,-81.92,2002-04-18,Atlantic Ocean,Caribbean Sea,,Neuston net,Very Low
0.0,pieces/m3,12.5,-62.03,1987-12-12,Atlantic Ocean,Caribbean Sea,,Neuston net,Very Low
0.041396,pieces/m3,24.59,-143.47,2011-05-25,Pacific Ocean,,,Neuston net,Medium
2.772124,pieces/m3,37.8775,20.922,2014-07-21,Atlantic Ocean,Mediterranean Sea,Ionian Sea,Manta net,High
0.0,pieces/m3,25.69,-141.14,2003-11-10,Pacific Ocean,,,Neuston net,Very Low
0.349,pieces/m3,32.0683,-137.2199,2009-08-08,Pacific Ocean,,,Manta net,Medium
5.330399,pieces/m3,32.00225,-138.28,2015-08-13,Pacific Ocean,,,Manta net,High
0.478667,pieces/m3,41.263153,1.963507,2021-02-20,Atlantic Ocean,Mediterranean Sea,Balearic Sea,Manta net,Medium
0.003,pieces/m3,58.1296,-136.4367,2014-08-30,Pacific Ocean,Coastal Waters of Southeast Alaska and British Columbia,,Grab sample,Low
0.5,pieces/m3,35.32825,-13.339565,2015-11-06,Atlantic Ocean,,,Intake seawater pump,Medium
0.00216,pieces/m3,45.0,-58.55,1992-08-08,Atlantic Ocean,,,Neuston net,Low
0.0,pieces/m3,57.7575,-2.758667,2018-01-14,Atlantic Ocean,North Sea,,Neuston net,Very Low
0.0,pieces/m3,56.141667,-6.2585,2019-01-14,Atlantic Ocean,Inner Seas off the West Coast of Scotland,,Neuston net,Very Low
0.00216,pieces/m3,41.91,-69.5,1991-07-02,Atlantic Ocean,,,Neuston net,Low
0.025916,pieces/m3,39.75,-69.93,1994-06-23,Atlantic Ocean,,,Neuston net,Medium
0.0144,pieces/m3,42.21,-65.7,1989-06-15,Atlantic Ocean,,,Neuston net,Medium
0.696373,pieces/m3,37.098333,-9.62,2013-10-14,Atlantic Ocean,,,Manta net,Medium
0.020357,pieces/m3,35.808833,-12.477333,2020-10-08,Atlantic Ocean,,,Manta net,Medium
0.153152,pieces/m3,32.03,-68.02,1996-05-19,Atlantic Ocean,,,Neuston net,Medium
0.107912,pieces/m3,32.32,-64.47,1997-10-27,Atlantic Ocean,,,Neuston net,Medium
0.0,pieces/m3,34.22,-65.34,2001-05-29,Atlantic Ocean,,,Neuston net,Very Low
0.25018,pieces/m3,35.9,-67.25,2001-07-07,Atlantic Ocean,,,Neuston net,Medium
0.144016,pieces/m3,30.08,-68.84,2000-06-05,Atlantic Ocean,,,Neuston net,Medium
0.028,pieces/m3,20.241,-40.7351,2014-12-03,Atlantic Ocean,,,Grab sample,Medium
0.007,pieces/m3,22.2,-35.78,2014-12-01,Atlantic Ocean,,,Grab sample,Medium
0.00648,pieces/m3,24.42,-81.57,2003-02-11,Atlantic Ocean,,,Neuston net,Medium
0.0,pieces/m3,23.48,-81.3,1998-03-29,Atlantic Ocean,,,Neuston net,Very Low
0.066956,pieces/m3,22.86,-74.48,2006-04-02,Atlantic Ocean,,,Neuston net,Medium
0.093628,pieces/m3,30.14,-56.58,2005-10-25,Atlantic Ocean,,,Neuston net,Medium
0.0,pieces/m3,30.12,-61.11,1998-10-25,Atlantic Ocean,,,Neuston net,Very Low
0.0054,pieces/m3,21.03,-69.39,2007-02-22,Atlantic Ocean,,,Neuston net,Medium
2115.655853,pieces/m3,21.289833,-97.420017,2018-04-10,Atlantic Ocean,Gulf of Mexico,,PVC cylinder,Medium
2115.655853,pieces/m3,31.022322,-114.832718,2018-07-04,Pacific Ocean,Gulf of California,,PVC cylinder,Medium
5.2,pieces/m3,27.8524,-82.4093,2016-12-13,Atlantic Ocean,Gulf of Mexico,Tampa Bay,Plankton net,High
2000.0,pieces/m3,27.9456,-82.6943,2016-11-01,Atlantic Ocean,Gulf of Mexico,Tampa Bay,Van Dorn sampler,Very High
0.0,pieces/m3,13.5,-62.64,2003-12-09,Atlantic Ocean,Caribbean Sea,,Neuston net,Very Low
0.0,pieces/m3,14.77,-60.55,1992-11-03,Atlantic Ocean,Caribbean Sea,,Neuston net,Very Low
0.0,pieces/m3,16.98,-58.53,2007-10-30,Atlantic Ocean,,,Neuston net,Very Low
0.001,pieces/m3,14.1,-59.4833,2014-11-30,Atlantic Ocean,,,Grab sample,Low
0.0,pieces/m3,11.98,-61.38,1994-11-06,Atlantic Ocean,Caribbean Sea,,Neuston net,Very Low
0.045753,pieces/m3,17.109333,-25.053333,2019-04-22,Atlantic Ocean,,,Manta net,Medium
24.0,pieces/m3,-13.7751,-35.7575,2018-04-27,Atlantic Ocean,,,Intake seawater pump,Very High
0.0,pieces/m3,-7.97,-121.14,2001-12-24,Pacific Ocean,,,Neuston net,Very Low
0.0,pieces/m3,18.63,-77.92,1995-12-28,Atlantic Ocean,Caribbean Sea,,Neuston net,Very Low
0.003084,pieces/m3,17.3,-74.98,2003-12-26,Atlantic Ocean,Caribbean Sea,,Neuston net,Low
0.00432,pieces/m3,15.82,-76.78,1987-12-21,Atlantic Ocean,Caribbean Sea,,Neuston net,Low
0.0,pieces/m3,16.68,-83.35,1996-12-24,Atlantic Ocean,Caribbean Sea,,Neuston net,Very Low
0.12145,pieces/m3,42.8835,10.448833,2019-06-07,Atlantic Ocean,Mediterranean Sea,Tyrrhenian Sea,Manta net,Medium
0.00216,pieces/m3,19.96,-146.64,2006-08-20,Pacific Ocean,,,Neuston net,Low
0.041396,pieces/m3,24.59,-143.47,2004-10-18,Pacific Ocean,,,Neuston net,Medium
0.0,pieces/m3,26.6,-142.77,2005-01-31,Pacific Ocean,,,Neuston net,Very Low
9.76311,pieces/m3,30.989667,-142.871,2015-08-09,Pacific Ocean,,,Manta net,High
0.436909,pieces/m3,41.869167,7.723333,2021-10-02,Atlantic Ocean,Mediterranean Sea,Western Basin,Manta net,Medium
0.778063,pieces/m3,41.677333,8.655,2012-08-10,Atlantic Ocean,Mediterranean Sea,Western Basin,Manta net,Medium
0.697014,pieces/m3,40.778833,17.826667,2021-07-01,Atlantic Ocean,Mediterranean Sea,Adriatic Sea,Manta net,Medium
3.31282,pieces/m3,44.326,8.5429,2013-07-22,Atlantic Ocean,Mediterranean Sea,Ligurian Sea,Manta net,High
0.0,pieces/m3,28.41,-140.21,2009-10-22,Pacific Ocean,,,Neuston net,Very Low
3.3992,pieces/m3,28.15865,-141.4475,2015-08-23,Pacific Ocean,,,Manta net,High
2.387089,pieces/m3,30.13065,-133.8532,2015-08-22,Pacific Ocean,,,Manta net,High
4.504,pieces/m3,32.8951,-140.3124,2009-08-11,Pacific Ocean,,,Manta net,High
12.161,pieces/m3,34.0645,-141.8126,2009-08-15,Pacific Ocean,,,Manta net,Very High
2.542651,pieces/m3,39.80334,4.403955,2013-06-13,Atlantic Ocean,Mediterranean Sea,Western Basin,Neuston net,High
0.338155,pieces/m3,32.136667,-27.08,2013-09-17,Atlantic Ocean,,,Manta net,Medium
0.25,pieces/m3,39.435,-13.093333,2014-08-05,Atlantic Ocean,,,Manta net,Medium
0.0,pieces/m3,42.95,-70.34,2000-08-07,Atlantic Ocean,,,Neuston net,Very Low
0.117216,pieces/m3,56.159833,-4.907333,2018-10-21,Atlantic Ocean,Inner Seas off the West Coast of Scotland,,Neuston net,Medium
0.0,pieces/m3,42.29,-70.3,1997-07-26,Atlantic Ocean,Stellwagen Bank National Marine Sanctuary,,Neuston net,Very Low
0.0,pieces/m3,40.97,-68.65,1992-06-26,Atlantic Ocean,,,Neuston net,Very Low
0.0,pieces/m3,41.28,-66.08,1998-07-09,Atlantic Ocean,,,Neuston net,Very Low
0.0,pieces/m3,41.88,-63.56,1995-07-14,Atlantic Ocean,,,Neuston net,Very Low
0.00216,pieces/m3,39.76,-65.0,1992-05-16,Atlantic Ocean,,,Neuston net,Low
0.0108,pieces/m3,35.17,-58.58,1991-10-18,Atlantic Ocean,,,Neuston net,Medium
0.032396,pieces/m3,31.73,-63.23,1996-10-27,Atlantic Ocean,,,Neuston net,Medium
0.043196,pieces/m3,32.12,-64.62,1994-10-19,Atlantic Ocean,,,Neuston net,Medium
0.00864,pieces/m3,36.41,-66.43,1998-10-19,Atlantic Ocean,,,Neuston net,Medium
0.006352,pieces/m3,35.86,-67.01,2008-10-23,Atlantic Ocean,,,Neuston net,Medium
0.008,pieces/m3,35.8417,-72.61,2014-06-12,Atlantic Ocean,,,Grab sample,Medium
0.043196,pieces/m3,31.0,-68.78,1991-05-03,Atlantic Ocean,,,Neuston net,Medium
0.0,pieces/m3,31.29732,-113.541203,2018-06-23,Pacific Ocean,Gulf of California,,PVC cylinder,Very Low
0.00216,pieces/m3,24.58,-80.54,2000-02-17,Atlantic Ocean,,,Neuston net,Low
0.0,pieces/m3,23.85,-80.8,1996-05-07,Atlantic Ocean,,,Neuston net,Very Low
0.028076,pieces/m3,29.39,-58.55,2000-04-22,Atlantic Ocean,,,Neuston net,Medium
0.00432,pieces/m3,21.81,-71.18,2006-02-20,Atlantic Ocean,,,Neuston net,Low
0.030236,pieces/m3,21.3,-73.75,1996-04-11,Atlantic Ocean,,,Neuston net,Medium
0.043196,pieces/m3,27.74,-62.64,2000-10-25,Atlantic Ocean,,,Neuston net,Medium
0.0,pieces/m3,24.14189,-110.349147,2018-07-13,Pacific Ocean,Gulf of California,,PVC cylinder,Very Low
0.0036,pieces/m3,30.48,-75.05,2000-04-06,Atlantic Ocean,,,Neuston net,Low
0.0,pieces/m3,15.99,-73.36,2004-03-08,Atlantic Ocean,Caribbean Sea,,Neuston net,Very Low
0.006,pieces/m3,19.08,-69.47,2016-04-08,Atlantic Ocean,,,Grab sample,Medium
0.00864,pieces/m3,17.86,-59.49,2000-11-05,Atlantic Ocean,,,Neuston net,Medium
0.0,pieces/m3,13.02,-61.45,1994-12-08,Atlantic Ocean,Caribbean Sea,,Neuston net,Very Low
0.139,pieces/m3,19.0961,-30.2774,2014-12-03,Atlantic Ocean,,,Grab sample,Medium
0.04628,pieces/m3,22.47,-107.6,2001-10-28,Pacific Ocean,,,Neuston net,Medium
2.0,pieces/m3,-7.824611,-3.287221,2015-11-22,Atlantic Ocean,,,Intake seawater pump,High
0.002072,pieces/m3,16.74,-85.68,2007-12-19,Atlantic Ocean,Caribbean Sea,,Neuston net,Low
0.0,pieces/m3,18.34,-82.47,2007-12-11,Atlantic Ocean,Caribbean Sea,,Neuston net,Very Low
0.008576,pieces/m3,19.19,-84.56,2008-12-13,Atlantic Ocean,Caribbean Sea,,Neuston net,Medium
705.218618,pieces/m3,18.558117,-94.99345,2018-04-28,Atlantic Ocean,Gulf of Mexico,,PVC cylinder,Medium
2820.874471,pieces/m3,18.558117,-94.99345,2018-04-28,Atlantic Ocean,Gulf of Mexico,,PVC cylinder,Medium
0.0,pieces/m3,4.41,-145.74,2003-12-15,Pacific Ocean,,,Neuston net,Very Low
2.280913,pieces/m3,37.4848,-143.3958,2015-08-13,Pacific Ocean,,,Manta net,High
4.656397,pieces/m3,33.0595,-133.27305,2015-09-10,Pacific Ocean,,,Manta net,High
1.967,pieces/m3,35.8977,-139.7624,2009-08-13,Pacific Ocean,,,Manta net,High
2.637231,pieces/m3,37.8437,4.071,2014-09-13,Atlantic Ocean,Mediterranean Sea,Western Basin,Manta net,High
0.708051,pieces/m3,39.621333,3.994,2013-08-15,Atlantic Ocean,Mediterranean Sea,Western Basin,Manta net,Medium
0.0,pieces/m3,48.722,-138.345333,2019-03-14,Pacific Ocean,,,Neuston net,Very Low
0.0,pieces/m3,56.000167,-2.995833,2017-12-03,Atlantic Ocean,North Sea,,Neuston net,Very Low
0.5,pieces/m3,-14.387384,2.563517,2015-11-24,Atlantic Ocean,,,Intake seawater pump,Medium
0.0,pieces/m3,-9.05,-139.91,2003-03-03,Pacific Ocean,,,Neuston net,Very Low
0.0,pieces/m3,24.73,-139.58,2007-10-19,Pacific Ocean,,,Neuston net,Very Low
0.0,pieces/m3,25.69,-141.14,2009-11-01,Pacific Ocean,,,Neuston net,Very Low
0.161988,pieces/m3,31.98,-60.23,1994-10-23,Atlantic Ocean,,,Neuston net,Medium
0.573,pieces/m3,37.455,-0.876667,2015-03-17,Atlantic Ocean,Mediterranean Sea,Western Basin,Manta net,Medium
0.149,pieces/m3,37.341667,-0.961667,2015-03-18,Atlantic Ocean,Mediterranean Sea,Western Basin,Manta net,Medium
0.009,pieces/m3,43.95,-57.26,1989-08-02,Atlantic Ocean,,,Neuston net,Medium
0.0054,pieces/m3,42.51,-70.28,2005-08-11,Atlantic Ocean,Stellwagen Bank National Marine Sanctuary,,Neuston net,Medium
0.012,pieces/m3,24.1854,-63.6332,2014-05-24,Atlantic Ocean,,,Grab sample,Medium
0.0,pieces/m3,25.25,-68.75,1998-02-24,Atlantic Ocean,,,Neuston net,Very Low
0.0064,pieces/m3,32.07,-65.53,2001-04-10,Atlantic Ocean,,,Neuston net,Medium
0.00216,pieces/m3,40.16,-69.71,1993-06-23,Atlantic Ocean,,,Neuston net,Low
0.0,pieces/m3,37.3,-66.72,2000-10-21,Atlantic Ocean,,,Neuston net,Very Low
0.00648,pieces/m3,24.33,-82.42,1998-01-26,Atlantic Ocean,,,Neuston net,Medium
0.0,pieces/m3,24.18,-81.0,1998-01-08,Atlantic Ocean,,,Neuston net,Very Low
0.00648,pieces/m3,24.48,-80.03,1997-03-27,Atlantic Ocean,,,Neuston net,Medium
0.0216,pieces/m3,25.18,-75.5,1991-04-26,Atlantic Ocean,,,Neuston net,Medium
0.125268,pieces/m3,24.17,-74.62,1996-04-06,Atlantic Ocean,,,Neuston net,Medium
0.02376,pieces/m3,21.4,-60.73,2001-04-20,Atlantic Ocean,,,Neuston net,Medium
0.777778,pieces/m3,10.758064,-61.436573,2015-10-20,Atlantic Ocean,Caribbean Sea,,Hand picking,Very Low
0.004,pieces/m3,17.043,-32.8539,2014-11-22,Atlantic Ocean,,,Grab sample,Low
